CheckInDate,CheckOutDate,State,City,RoomType,BookingChannel,OccupancyRate,RevenuePerBed,CustomerAcquisitionCost,FeedbackRating
2025-01-16,2025-01-19,Karnataka,Mysore,Dorm,Website,0.61,369.64,261.16,2
2025-01-11,2025-01-15,Maharashtra,Mumbai,Private,OTA,,870.2,162.72,2
2024-12-05,2024-12-08,Rajasthan,Jaipur,Private,OTA,0.77,1195.42,200.0,1
2025-03-10,2025-03-11,Rajasthan,Jaisalmer,Suite,Walk-in,0.62,984.86,104.08,3
2024-12-03,2024-12-06,Karnataka,Mysore,Private,Website,0.79,1157.91,137.14,5
2025-03-28,2025-03-31,Kerala,Kochi,Dorm,Website,0.73,918.35,271.83,3
2025-02-16,2025-02-20,Karnataka,Bangalore,Private,OTA,0.47,681.36,236.77,3
2024-12-08,2024-12-12,Uttarakhand,Rishikesh,Dorm,Website,0.93,1162.29,113.27,4
2025-03-13,2025-03-14,Uttarakhand,Dehradun,Dorm,Website,0.97,1028.14,157.35,2
2025-03-16,2025-03-17,Uttarakhand,Rishikesh,Private,Walk-in,0.61,309.81,132.22,4
2025-01-25,2025-01-30,Himachal Pradesh,Manali,Dorm,Website,0.64,804.86,229.07,1
2025-01-18,2025-01-20,Uttarakhand,Rishikesh,Dorm,OTA,0.74,748.79,297.56,4
2025-02-14,2025-02-17,Goa,Panaji,Dorm,Walk-in,0.75,1004.98,193.94,1
2024-12-01,2024-12-02,Rajasthan,Udaipur,Dorm,OTA,0.8,385.61,250.63,3
2024-12-08,2024-12-13,Uttarakhand,Dehradun,Dorm,OTA,1.0,568.6,295.99,4
2025-01-09,2025-01-11,Maharashtra,Mumbai,Dorm,Website,0.67,424.86,298.39,4
2024-10-31,2024-11-01,Rajasthan,Jaisalmer,Private,Website,0.58,399.72,286.79,1
2025-03-03,2025-03-08,Karnataka,Bangalore,Private,Website,0.49,413.66,265.47,5
2024-12-10,2024-12-15,Maharashtra,Nashik,Dorm,Walk-in,0.59,730.13,172.53,3
2024-11-30,2024-12-03,Himachal Pradesh,Manali,Suite,Website,0.7,893.53,233.82,2
2024-12-07,2024-12-11,Goa,Vasco,Dorm,OTA,0.97,394.08,102.17,5
2024-12-20,2024-12-25,Tamil Nadu,Chennai,Dorm,Website,0.62,496.91,140.91,4
2024-12-17,2024-12-19,Himachal Pradesh,Shimla,Suite,OTA,0.73,1156.35,194.31,1
2025-04-07,2025-04-10,Tamil Nadu,Chennai,Dorm,OTA,0.7,895.7,163.16,3
2025-01-28,2025-02-02,Kerala,Munnar,Private,Website,0.88,697.21,142.45,1
2024-10-31,2024-11-05,Kerala,Kochi,Private,Walk-in,1.0,846.7,179.65,1
2024-11-11,2024-11-16,Rajasthan,Jaipur,Private,Website,0.62,359.26,75.26,2
2024-11-14,2024-11-18,Goa,Vasco,Dorm,,0.63,1007.15,136.91,3
2024-11-29,2024-12-01,Tamil Nadu,Ooty,Dorm,OTA,0.86,913.3,91.66,3
2024-12-29,2024-12-31,Uttarakhand,Rishikesh,Private,Website,0.8,453.65,240.07,1
2025-02-27,2025-02-28,Goa,Vasco,Dorm,Website,0.98,810.54,297.6,2
2024-11-14,2024-11-18,Himachal Pradesh,Shimla,Private,Walk-in,0.79,615.7,186.43,4
2025-03-02,2025-03-03,Uttarakhand,Dehradun,Private,Walk-in,0.65,767.38,209.95,2
2024-11-26,2024-11-28,Tamil Nadu,Chennai,Suite,Walk-in,0.79,926.23,157.68,2
2024-10-28,2024-11-02,Himachal Pradesh,Shimla,Dorm,OTA,0.87,1119.29,137.21,3
2025-01-04,2025-01-09,Rajasthan,Jaisalmer,Suite,OTA,0.82,1050.75,80.74,4
2025-01-03,2025-01-05,Rajasthan,Udaipur,Private,Walk-in,0.78,435.2,291.67,5
2024-12-19,2024-12-23,Himachal Pradesh,Manali,Dorm,Website,,554.72,198.27,1
2025-01-29,2025-01-31,Rajasthan,Udaipur,Private,OTA,0.88,1006.74,175.5,5
2025-01-14,2025-01-19,Goa,Vasco,Dorm,OTA,0.91,496.97,168.29,3
2025-01-04,2025-01-07,Maharashtra,Pune,Suite,OTA,0.8,455.97,158.95,3
2024-10-28,2024-10-31,Kerala,Kochi,Private,Website,0.67,567.6,281.78,4
2024-11-25,2024-11-28,Karnataka,Mysore,Suite,Walk-in,0.72,941.34,167.09,4
2025-03-26,2025-03-27,Rajasthan,Udaipur,Dorm,Walk-in,0.88,1116.16,246.66,5
2025-01-05,2025-01-09,Himachal Pradesh,Manali,Dorm,OTA,0.58,903.07,165.7,5
2024-12-30,2025-01-04,Maharashtra,Pune,Dorm,OTA,0.76,808.9,222.65,1
2025-04-09,2025-04-14,Goa,Panaji,Suite,OTA,0.64,422.76,,2
2025-03-14,2025-03-15,Tamil Nadu,Chennai,Dorm,Website,0.7,437.72,269.97,5
2025-02-06,2025-02-07,Tamil Nadu,Ooty,Dorm,OTA,0.89,664.1,295.67,2
2025-02-28,2025-03-02,Maharashtra,Pune,Suite,Website,0.73,466.33,254.64,2
2024-10-19,2024-10-20,Himachal Pradesh,Shimla,Suite,OTA,0.71,630.61,118.8,4
2025-03-31,2025-04-04,Rajasthan,Udaipur,Dorm,Walk-in,0.5,650.49,195.13,1
2025-04-05,2025-04-09,Uttarakhand,Rishikesh,Suite,OTA,0.81,549.21,295.44,3
2025-03-13,2025-03-15,Kerala,Kochi,Suite,Website,0.8,616.68,229.8,3
2025-02-04,2025-02-05,Himachal Pradesh,Shimla,Suite,OTA,1.0,638.87,167.94,2
2024-12-28,2025-01-02,Karnataka,Mysore,Suite,OTA,0.65,826.04,257.47,1
2025-01-16,2025-01-20,Maharashtra,Pune,Private,Website,0.73,1183.2,252.14,2
2024-10-17,2024-10-18,Kerala,Kochi,Suite,OTA,0.74,403.03,261.7,1
2024-12-23,2024-12-24,Karnataka,Mysore,Suite,OTA,0.94,639.87,297.22,5
2024-12-12,2024-12-14,Goa,Panaji,Private,Walk-in,0.69,,98.07,5
2025-03-11,2025-03-14,Karnataka,Bangalore,Private,Walk-in,0.74,791.92,67.99,2
2024-12-30,2025-01-04,Goa,Panaji,Private,Walk-in,0.79,616.9,204.62,5
2025-03-30,2025-03-31,Maharashtra,Nashik,Dorm,Walk-in,0.73,568.4,79.48,2
2025-04-07,2025-04-11,Himachal Pradesh,Shimla,Suite,OTA,0.63,361.16,267.87,3
2025-03-27,2025-04-01,Himachal Pradesh,Shimla,Dorm,Walk-in,0.73,927.77,77.72,4
2025-01-05,2025-01-07,Kerala,Munnar,Private,Website,0.86,425.36,186.77,3
2025-01-28,2025-02-02,Maharashtra,Nashik,Suite,Website,0.55,611.26,67.69,4
2025-03-10,2025-03-11,Karnataka,Mysore,Dorm,Website,0.72,746.94,106.31,3
2025-03-07,2025-03-08,Rajasthan,Jaipur,Dorm,Walk-in,0.59,847.33,144.85,1
2025-01-30,2025-02-04,Kerala,Munnar,Dorm,Website,0.88,694.16,274.29,3
2025-03-20,2025-03-21,Maharashtra,Nashik,Dorm,OTA,0.47,972.73,272.08,5
2025-02-10,2025-02-11,Rajasthan,Jaipur,Dorm,OTA,0.62,462.53,60.93,3
2025-04-08,2025-04-09,Kerala,Munnar,Suite,Website,0.76,368.74,284.59,2
2024-11-27,2024-11-30,Goa,Vasco,Private,Walk-in,0.93,563.42,213.41,5
2025-01-18,2025-01-23,Uttarakhand,Dehradun,Private,OTA,0.69,370.6,278.01,5
2024-11-27,2024-11-29,Karnataka,Bangalore,Suite,OTA,0.62,,163.44,1
2024-12-07,2024-12-08,Himachal Pradesh,Manali,Private,Walk-in,0.98,645.54,54.71,4
2025-01-08,2025-01-11,Kerala,Kochi,Dorm,Walk-in,0.48,986.7,284.31,5
2025-01-18,2025-01-21,Goa,Panaji,Suite,Walk-in,0.37,690.67,156.89,1
2024-10-21,2024-10-25,Himachal Pradesh,Shimla,Suite,Walk-in,0.77,811.47,179.73,2
2024-12-30,2025-01-02,Rajasthan,Udaipur,Dorm,Website,0.62,994.21,123.96,5
2024-12-20,2024-12-23,Rajasthan,Jaipur,Suite,,,588.89,116.13,2
2025-02-22,2025-02-27,Uttarakhand,Dehradun,Dorm,OTA,0.81,352.73,284.71,3
2025-02-24,2025-02-27,Himachal Pradesh,Shimla,Private,Website,0.74,504.68,93.62,5
2025-03-19,2025-03-20,Tamil Nadu,Ooty,Suite,Walk-in,,505.16,287.93,3
2025-01-02,2025-01-04,Rajasthan,Jaisalmer,Private,Website,0.51,369.73,160.95,5
2025-03-05,2025-03-09,Kerala,Kochi,Private,Website,0.83,322.23,201.74,3
2024-11-17,2024-11-19,Himachal Pradesh,Manali,Private,Website,0.8,,87.52,5
2025-03-28,2025-04-01,Uttarakhand,Rishikesh,Suite,Website,0.69,891.35,87.52,1
2025-01-14,2025-01-19,Kerala,Kochi,Dorm,Walk-in,0.98,725.1,181.11,4
2025-04-12,2025-04-15,Uttarakhand,Rishikesh,Dorm,OTA,0.54,583.33,293.1,2
2024-11-09,2024-11-13,Maharashtra,Pune,Suite,Website,0.47,704.07,154.71,5
2025-02-13,2025-02-18,Kerala,Kochi,Private,OTA,0.6,607.41,79.49,4
2025-01-27,2025-01-31,Goa,Panaji,Dorm,Website,0.69,408.71,115.84,5
2024-10-21,2024-10-23,Kerala,Kochi,Dorm,Website,0.74,763.41,182.33,4
2025-04-10,2025-04-13,Himachal Pradesh,Manali,Private,Walk-in,0.66,847.88,76.94,1
2024-12-31,2025-01-03,Tamil Nadu,Ooty,Private,Walk-in,0.75,421.14,95.86,5
2025-02-07,2025-02-11,Uttarakhand,Dehradun,Private,OTA,0.51,459.05,230.63,3
2025-02-02,2025-02-05,Kerala,Munnar,Private,OTA,0.92,981.57,288.38,1
2025-02-21,2025-02-22,Himachal Pradesh,Shimla,Private,OTA,0.69,449.03,121.96,4
2024-10-21,2024-10-24,Maharashtra,Mumbai,Dorm,Website,0.87,,259.7,2
2024-11-01,2024-11-05,Goa,Panaji,Dorm,OTA,0.75,482.83,285.45,5
2025-02-17,2025-02-18,Maharashtra,Nashik,Private,OTA,0.77,743.93,71.72,2
2025-01-07,2025-01-09,Maharashtra,Nashik,Suite,Website,0.79,594.4,176.77,3
2024-11-11,2024-11-15,Uttarakhand,Rishikesh,Dorm,Walk-in,0.77,1014.78,129.38,5
2025-04-02,2025-04-04,Rajasthan,Jaipur,Suite,OTA,0.8,1084.9,105.05,2
2025-01-13,2025-01-15,Himachal Pradesh,Manali,Suite,Website,0.9,,264.29,2
2024-11-20,2024-11-24,Karnataka,Bangalore,Suite,OTA,0.73,852.04,207.76,2
2024-10-25,2024-10-28,Himachal Pradesh,Manali,Suite,OTA,0.81,741.2,207.51,5
2024-12-05,2024-12-09,Himachal Pradesh,Shimla,Private,Website,0.69,896.18,78.95,4
2024-12-28,2025-01-01,Karnataka,Mysore,Suite,OTA,0.92,918.5,57.24,3
2024-12-18,2024-12-21,Uttarakhand,Dehradun,Private,OTA,0.6,1028.13,156.3,3
2024-11-26,2024-11-30,Rajasthan,Udaipur,Private,Website,0.97,815.26,91.63,2
2025-01-12,2025-01-13,Karnataka,Bangalore,Private,Website,0.69,1002.39,133.32,3
2024-12-18,2024-12-20,Uttarakhand,Rishikesh,Suite,OTA,0.49,1073.75,107.33,2
2024-12-20,2024-12-21,Rajasthan,Jaipur,Suite,Website,0.72,751.35,247.84,1
2025-03-12,2025-03-15,Goa,Panaji,Suite,Website,0.6,1031.7,144.46,4
2025-04-04,2025-04-08,Maharashtra,Nashik,Dorm,Website,0.83,968.39,185.42,2
2024-12-28,2025-01-01,Himachal Pradesh,Shimla,Suite,Walk-in,0.6,321.09,118.51,2
2024-12-09,2024-12-11,Kerala,Kochi,Private,Walk-in,0.63,550.7,121.11,5
2025-03-11,2025-03-15,Uttarakhand,Rishikesh,Dorm,Walk-in,0.42,1177.67,149.34,2
2025-03-26,2025-03-27,Karnataka,Bangalore,Suite,Website,0.63,486.91,285.52,5
2025-01-05,2025-01-09,Goa,Panaji,Private,OTA,0.34,580.31,134.47,2
2024-12-03,2024-12-08,Himachal Pradesh,Manali,Private,Walk-in,0.46,749.83,289.87,2
2025-03-27,2025-03-31,Maharashtra,Mumbai,Suite,Website,0.81,638.12,239.22,2
2024-10-31,2024-11-04,Maharashtra,Mumbai,Private,Website,0.82,863.55,181.15,2
2025-01-15,2025-01-18,Kerala,Munnar,Suite,OTA,0.76,853.59,142.91,2
2024-10-19,2024-10-23,Uttarakhand,Dehradun,Private,Website,0.55,1142.58,281.77,2
2025-03-10,2025-03-14,Karnataka,Bangalore,Dorm,Website,0.69,580.66,96.92,1
2025-01-28,2025-01-31,Karnataka,Bangalore,Suite,Walk-in,0.7,1095.01,136.24,1
2024-10-26,2024-10-31,Himachal Pradesh,Shimla,Private,OTA,0.53,805.0,210.4,2
2024-12-22,2024-12-24,Himachal Pradesh,Manali,Suite,Walk-in,0.93,880.35,145.74,5
2024-11-28,2024-11-30,Tamil Nadu,Chennai,Dorm,Website,0.83,1190.18,72.83,5
2025-02-19,2025-02-24,Rajasthan,Jaipur,Private,OTA,0.67,898.36,131.77,5
2024-10-29,2024-11-01,Tamil Nadu,Ooty,Suite,OTA,0.7,777.62,270.82,2
2025-03-16,2025-03-20,Kerala,Munnar,Suite,OTA,0.73,916.83,189.48,4
2025-02-19,2025-02-21,Uttarakhand,Dehradun,Suite,Walk-in,0.39,1088.67,280.15,2
2024-10-23,2024-10-28,Tamil Nadu,Ooty,Dorm,Website,0.66,827.57,132.11,3
2025-03-11,2025-03-15,Himachal Pradesh,Shimla,Dorm,Walk-in,0.6,933.84,118.54,1
2024-10-22,2024-10-24,Tamil Nadu,Ooty,Private,Walk-in,0.55,1087.44,237.65,1
2024-12-03,2024-12-04,Karnataka,Bangalore,Private,Website,0.66,350.44,209.37,1
2024-11-23,2024-11-26,Rajasthan,Udaipur,Suite,Website,0.97,1115.15,196.71,3
2025-03-27,2025-03-29,Rajasthan,Jaipur,Suite,Website,0.8,956.06,70.99,4
2024-10-19,2024-10-22,Rajasthan,Udaipur,Suite,OTA,0.61,405.94,166.56,1
2025-02-13,2025-02-16,Maharashtra,Mumbai,Suite,Walk-in,0.79,1169.19,241.68,1
